;代码	X	Y	名称	范围	数量	时间
4	443	192	骷髅战士	20	5	7
4	443	192	骷髅	20	5	7
4	443	192	掷斧骷髅	20	5	7

4	73	85	半兽勇士9	20	10	7
4	73	85	半兽勇士1	20	5	7
4	73	85	骷髅战将	20	5	7
4	73	85	僵尸1	20	5	7
4	73	85	僵尸2	20	5	7

;特殊
4	322	334	半兽战士0	80	4	15
4	348	190	半兽勇士	80	2	25
4	107	138	僵尸20	80	4	15
4	126	311	骷髅战士0	80	4	15
4	322	334	骷髅战将0	65	4	15
4	348	190	掷斧骷髅0	65	4	15
4	107	138	骷髅0	65	4	15
4	443	192	骷髅战士0	20	2	15
4	73	85	僵尸10	20	2	15
4	107	138	骷髅精灵	80	2	60
4	322	334	半兽统领	80	2	60
B341	21	25	沃玛卫士	20	2	60




;霸者大厅
D2008	41	74	红野猪		200	30	10
D2008	41	74	黑野猪		200	30	10
D2008	41	74	白野猪0		200	15	20
D2008	41	74	黑色恶蛆	200	60	10
D2008	41	74	角蝇		100	3	7
D2008	41	74	虹魔猪卫0	100	3	30
;;特殊
D2008	41	74	红野猪0		100	1	20
D2008	41	74	黑野猪0		100	1	20
D2008	41	74	白野猪		100	2	120	
D2008	41	74	黑色恶蛆0	100	2	20
D2008	41	74	虹魔猪卫	100	1	60





D2076	90	105	牛魔战士	150	40	5
D2076	90	105	牛魔斗士	150	40	5
D2076	90	105	牛魔侍卫	150	60	5
D2076	90	105	牛魔法师	150	40	5
D2076	90	105	牛魔将军	150	10	5
D2076	90	105	牛魔战士0	150	4	60
D2076	90	105	牛魔斗士0	150	4	60
D2076	90	105	牛魔侍卫0	150	2	60
D2076	90	105	牛魔法师0	150	2	60
D2076	90	105	牛魔将军0	150	2	60
D2076	90	105	宝箱1	150	2	60
D2076	90	105	宝箱3	150	2	60
D2076	90	105	宝箱6	150	1	60
D2076	90	105	牛魔战士	150	20	5
D2076	90	105	牛魔斗士	150	20	5
D2076	90	105	牛魔侍卫	150	20	5
D2076	90	105	牛魔法师	150	30	5
D2076	90	105	牛魔将军	150	10	5
D2076	90	105	牛魔战士0	150	2	60
D2076	90	105	牛魔斗士0	150	2	60
D2076	90	105	牛魔侍卫0	150	1	60
D2076	90	105	牛魔法师0	150	1	60
D2076	90	105	牛魔将军0	150	1	60


D2078	150	150	牛魔战士	120	30	5
D2078	150	150	牛魔斗士	120	30	5
D2078	150	150	牛魔侍卫	120	30	5
D2078	150	150	牛魔法师	120	30	5
D2078	150	150	牛魔将军	120	20	5
D2078	150	150	牛魔祭司	120	20	5
D2078	150	150	牛魔战士0	120	2	60
D2078	150	150	牛魔斗士0	120	2	60
D2078	150	150	牛魔侍卫0	120	2	60
D2078	150	150	牛魔法师0	120	2	10
D2078	150	150	牛魔将军0	120	2	10
D2078	150	150	牛魔祭司0	120	2	10
D2078	150	150	牛魔侍卫	120	30	10
D2078	150	150	牛魔法师	120	40	10
D2078	150	150	牛魔将军	120	10	5
D2078	150	150	牛魔祭司	120	10	5
D2078	150	150	牛魔战士0	120	2	60
D2078	150	150	牛魔斗士0	120	2	60
D2078	250	250	暗之触龙神	0	1	120

D2079	50	50	牛魔侍卫	70	10	5
D2079	50	50	牛魔将军	70	10	10
D2079	50	50	牛魔祭司	70	10	10
D2079	50	50	牛魔斗士	120	20	10
D2079	50	50	牛魔侍卫	120	20	10
D2079	50	50	牛魔法师	120	20	10
D2079	50	50	牛魔侍卫	70	20	10
D2079	50	50	牛魔法师	70	20	16
D2079	50	50	牛魔将军	70	8	5
D2079	50	50	牛魔祭司	70	8	5
D2079	50	50	牛魔侍卫	70	20	16
D2079	50	50	牛魔法师	70	20	16
D2079	50	50	牛魔将军	70	10	8
D2079	50	50	牛魔祭司	70	10	8
D2079	50	50	牛魔侍卫0	70	4	10
D2079	50	50	牛魔法师0	70	4	10
D2079	50	50	牛魔将军0	70	2	10
D2079	50	50	牛魔祭司0	70	2	10
D2079	50	50	牛魔王		1	1	120
D2079	50	50	暗之牛魔王	1	1	120
D2079	50	50	暗之魔龙教主	3	2	60
D2079	50	50	魔龙教主	3	2	30




1002    15      18      虎卫            5       2      120

;-----------------------------------------------------
;魔龙	 		 		 		 		
;-----------------------------------------------------
6  150 150 魔龙邪眼 250  20  15
6  150 150 魔龙邪眼 250  20  15
6  150 150 魔龙血蛙 250  20  15
6  150 150 魔龙血蛙 250  20  15
6  150 150 魔龙血蛙0 250  2  15
6  150 150 魔龙血蛙 250  20  10
6  150 150 魔龙射手 250  20  5
6  150 150 魔龙射手 250  20  5
6  150 150 魔龙射手0 250  4  10
6  150 150 魔龙刺蛙 250  15  5
6  150 150 魔龙刺蛙 250  15  5
6  150 150 魔龙刺蛙0 250  2  5

;地图名：魔龙东郊
61  150 150 魔龙刀兵 250  20  5
61  150 150 魔龙刀兵0 250  2  5
61  150 150 魔龙刀兵 250  20  10
61  150 150 魔龙刀兵0 250  2  10
61  150 150 魔龙破甲兵 250  20  5
61  150 150 魔龙破甲兵0 250  2  5
61  150 150 魔龙破甲兵 250  20  10
61  150 150 魔龙破甲兵0 250  2  10
61  150 150 魔龙刀兵 250  20  10
61  150 150 魔龙破甲兵 250  20  10

;地图名：魔龙西郊
62  150 150 魔龙刀兵 250  25  5
62  150 150 魔龙刀兵 250  25  10
62  150 150 魔龙破甲兵 250  25  5
62  150 150 魔龙破甲兵 250  25  10
62  150 150 魔龙刀兵 250  25  10
62  150 150 魔龙破甲兵 250  25  10

;地图名：东林间胜地
611  150 150 魔龙刀兵 250  25  5
611  150 150 魔龙破甲兵0 250  5  5
611  150 150 魔龙刀兵 250  25  10
611  150 150 魔龙刀兵0 250  5  20
611  150 150 魔龙破甲兵 250  25  5
611  150 150 魔龙破甲兵 250  25  10
611  150 150 魔龙破甲兵 250  25  20
611  150 150 魔龙射手 250  25  5
611  150 150 魔龙射手 250  25  10
611  150 150 魔龙射手0 250  5  20

;地图名：魔龙旧寨
612  150 150 魔龙刀兵 250  25  5
612  150 150 魔龙刀兵 250  25  10
612  150 150 魔龙刀兵0 250  5  20
612  150 150 魔龙破甲兵 250  25  5
612  150 150 魔龙破甲兵 250  25  10
612  150 150 魔龙破甲兵0 250  5  20
612  150 150 魔龙射手 250  25  5
612  150 150 魔龙射手 250  25  10
612  150 150 魔龙射手0 250  5  20

;地图名：魔龙祭坛
613  150 150 魔龙刀兵 250  25  5
613  150 150 魔龙刀兵 250  35  10
613  150 150 魔龙刀兵0 250  2  5
613  150 150 魔龙破甲兵 250  25  5
613  150 150 魔龙破甲兵 250  35  10
613  150 150 魔龙破甲兵0 250  3  10
613  150 150 魔龙射手 250  25  5
613  150 150 魔龙射手 250  25  10
613  150 150 魔龙射手0 250  2  10

;地图名：西林间胜地
621  150 150 魔龙刀兵 250  15  5
621  150 150 魔龙刀兵 250  15  10
621  150 150 魔龙刀兵0 250  1  10
621  150 150 魔龙破甲兵 250  15  5
621  150 150 魔龙破甲兵 250  15  10
621  150 150 魔龙破甲兵0 250  1  10
621  150 150 魔龙射手 250  15  5
621  150 150 魔龙射手 250  15  10
621  150 150 魔龙射手0 250  1  10

;地图名：魔龙沼泽
622 252 96 魔龙邪眼0 0 1 120
622  150 150 魔龙刀兵 250  25  5
622  150 150 魔龙刀兵 250  35  10
622  150 150 魔龙刀兵0 250  3  10
622  150 150 魔龙破甲兵 250  25  5
622  150 150 魔龙破甲兵 250  35  10
22  150 150 魔龙破甲兵0 250  3  10
622  150 150 魔龙射手 250  25  5
622  150 150 魔龙射手 250  35  10
622  150 150 魔龙射手0 250  3  10

;地图名：魔龙殿
EM100 14 16 暗之魔龙战将 5 1 20
EM100 14 16 暗之魔龙力士 5 1 20
EM100 14 16 暗之魔龙巨蛾 5 1 20
EM100 14 16 魔龙战将 5 1 10
EM100 14 16 魔龙力士 5 1 10
EM100 14 16 魔龙巨蛾 5 1 10
EM100 14 16 暗之魔龙教主 5 1 60
EM100 14 16 魔龙教主 5 1 60

;地图名：魔龙岭
63  150 150 魔龙刀兵 250  25  5
63  150 150 魔龙刀兵 250  25  10
63  150 150 魔龙刀兵0 250  25  10
63  150 150 魔龙刀兵0 250  5  20
63  150 150 魔龙破甲兵 250  25  5
63  150 150 魔龙破甲兵 250  25  10
63  150 150 魔龙破甲兵0 250  25  10
63  150 150 魔龙破甲兵2 250  5  10
63  150 150 魔龙射手 250  25  5
63  150 150 魔龙射手 250  25  10
63  150 150 魔龙射手0 250  25  10
63  150 150 魔龙射手0 250  5  20

;地图名：东魔龙关
632 26 37 魔龙刀兵0 10 10 10
632 26 37 魔龙破甲兵0 10 10 10
632 26 37 魔龙射手0 10 10 10

632 26 37 魔龙刀兵 10 10 10
632 26 37 魔龙破甲兵 10 10 10
632 26 37 魔龙射手 10 10 10


632  150 150   触龙神 250  5  10
632  150 150   触龙神 250  5  10
632  150 150 魔龙刀兵 250  25  5
632  150 150 魔龙刀兵1 250  25  10
632  150 150 魔龙刀兵0 250  25  10
632  150 150 魔龙刀兵0 250  5  20
632  150 150 魔龙破甲兵1 250  25  5
632  150 150 魔龙破甲兵 250  25  10
632  150 150 魔龙破甲兵0 250  25  10
632  150 150 魔龙破甲兵0 250  5  10
632  150 150 魔龙射手 250  25  5
632  150 150 魔龙射手 250  25  10
632  150 150 魔龙射手0 250  25  10
632  150 150 魔龙射手1 250  5  20

;地图名：西魔龙关
631 96 24 魔龙刀兵0 10 5  5
631 96 24 魔龙破甲兵0 10 5  5
631 96 24 魔龙射手0 10 5  5


631 96 24 魔龙刀兵 10 5  5
631 96 24 魔龙破甲兵 10 5  5
631 96 24 魔龙射手 10 5  5


631 96 24 魔龙刀兵 10 5  5
631 96 24 魔龙破甲兵 10 5  5
631 96 24 魔龙射手 10 5  5

631  150 150 魔龙刀兵 250  15  5
631  150 150 魔龙刀兵 250  10  10
631  150 150 魔龙刀兵1 250  15  10
631  150 150 魔龙刀兵0 250  5  20
631  150 150 魔龙破甲兵 250  10  5
631  150 150 魔龙破甲兵 250  10  10
631  150 150 魔龙破甲兵1 250  15  10
631  150 150 魔龙破甲兵0 250  5  10
631  150 150 魔龙射手 250  15  5
631  150 150 魔龙射手 250  15  10
631  150 150 魔龙射手1 250  15  10
631  150 150 魔龙射手0 250  5  20

;地图名：魔龙谷
64  150 150 魔龙刀兵 250  25  5
64  150 150 魔龙刀兵 250  25  10
64  150 150 魔龙刀兵0 250  25  10
64  150 150 魔龙刀兵1 250  5  20
64  150 150 魔龙破甲兵 250  25  5
64  150 150 魔龙破甲兵 250  25  10
64  150 150 魔龙破甲兵0 250  25  10
64  150 150 魔龙破甲兵1 250  5  10
64  150 150 魔龙射手 250  25  5
64  150 150 魔龙射手 250  25  10
64  150 150 魔龙射手0 250  25  10
64  150 150 魔龙射手1 250  5  20

;地图名：龙源血路
65  150 150 魔龙刀兵 250  45  5
65  150 150 魔龙刀兵 250  45  10
65  150 150 魔龙刀兵0 250  45  10
65  150 150 魔龙刀兵1 250  5  20
65  150 150 魔龙破甲兵 250  45  5
65  150 150 魔龙破甲兵 250  45  10
65  150 150 魔龙破甲兵0 250  45  10
65  150 150 魔龙破甲兵1 250  5  10
65  150 150 魔龙射手 250  45  5
65  150 150 魔龙射手 250  45  10
65  150 150 魔龙射手0 250  45  10
65  150 150 魔龙射手1 250  5  20
65  150 150 魔龙力士 250 1 10
65  150 150 魔龙力士 250 3 20
65  150 150 魔龙战将 250 1 10
65  150 150 魔龙巨蛾 250 3 20
65  150 150 魔龙巨蛾 250 1 10
65  150 150 魔龙战将 250 3 20

;地图名：魔龙血域
66  150 150 魔龙刀兵 250  50  5
66  150 150 魔龙刀兵 250  50  10
66  150 150 魔龙刀兵0 250  25  10
66  150 150 魔龙刀兵1 250  5  20
66  150 150 魔龙破甲兵 250  50  5
66  150 150 魔龙破甲兵 250  50  10
66  150 150 魔龙破甲兵0 250  25  10
66  150 150 魔龙破甲兵1 250  5  10
66  150 150 魔龙射手 250  50  5
66  150 150 魔龙射手 250  50  10
66  150 150 魔龙射手0 250  25  10
66  150 150 魔龙射手1 250  15  20
66  150 150 魔龙力士0 250 1 20
66  150 150 魔龙力士 250 1  20
66  150 150 魔龙巨蛾 250 1  20
66  150 150 魔龙巨蛾0 250 1 20
66  150 150 魔龙战将 250 1  20
66  150 150 魔龙战将0 250 1 20
66  115 156 魔龙教主 50 1 60
66  115 156 暗之魔龙教主 50 1 60

;地图名：BOSS之家
BSZJ	140	135	红野猪0		200	2	20
BSZJ	140	135	邪恶钳虫	200	2	20
BSZJ	140	135	白野猪		200	10	20
BSZJ	140	135	牛魔法师0	200	20	10
BSZJ	140	135	虹魔猪卫	200	1	91
BSZJ	140	135	魔龙教主1	200	1	89
BSZJ  150 150 魔龙力士  250 1 50
BSZJ  150 150 魔龙力士   250 1 60
BSZJ  150 150 魔龙巨蛾   250 1 60
BSZJ  150 150 魔龙巨蛾  250 1 50
BSZJ  150 150 魔龙战将   250 1 60
BSZJ  150 150 魔龙战将  250 1 50
BSZJ	140	135	牛魔将军	200	35	10
BSZJ    140	135	牛魔祭司	200	35	10
BSZJ	140	135	牛魔侍卫	200	50	10
BSZJ	140	135	牛魔法师	200	20	10
BSZJ	140	135	牛魔王		200	1	54
BSZJ	140	135	暗之牛魔王	200	1	55
BSZJ	140	135	祖玛雕像3	200	50	8
BSZJ	140	135	祖玛卫士3	200	50	8
BSZJ	140	135	祖玛弓箭手3	200	50	8
BSZJ	140	135	双头血魔7	120	1	85
BSZJ	140	135	双头金刚7	120	1	75
BSZJ	140	135	赤月恶魔	120	1	77
BSZJ	140	135	祖玛教主	220	1	59
BSZJ	140	135	黄泉教主  	220	1	58
BSZJ	140	135	触龙神7  	220	10	10
BSZJ	140	135	虹魔教主  	220	1	56
BSZJ	140	135	重装使者7  	220	1	57

;地图名：BOSS之家
BSZJ1	140	135	红野猪0		200	20	20
BSZJ1	140	135	邪恶钳虫	200	10	20
BSZJ1	140	135	白野猪		200	10	20
BSZJ1	140	135	牛魔法师0	200	20	10
BSZJ1	140	135	虹魔猪卫	200	1	91
BSZJ1	140	135	魔龙教主1	200	1	89
BSZJ1	140	135	魔龙教主7	200	1	89
BSZJ1  150 150 魔龙力士0  250 1 50
BSZJ1  150 150 魔龙力士  250 1 50
BSZJ1  150 150 魔龙力士7   250 1 60
BSZJ1  150 150 魔龙力士   250 1 60
BSZJ1  150 150 魔龙巨蛾7   250 1 60
BSZJ1  150 150 魔龙巨蛾0  250 1 50
BSZJ1  150 150 魔龙巨蛾   250 1 50
BSZJ1  150 150 魔龙战将7   250 1 60
BSZJ1  150 150 魔龙战将0  250 1 50
BSZJ1	150	135	牛魔将军	200	85	10
BSZJ1   150	135	牛魔祭司	200	85	10
BSZJ1	140	135	牛魔侍卫	200	80	10
BSZJ1	140	135	牛魔法师	200	80	10
BSZJ1	140	135	牛魔王		200	1	54
BSZJ1	140	135	暗之牛魔王	200	1	55
BSZJ1	140	135	祖玛雕像3	200	70	5
BSZJ1	140	135	祖玛卫士3	200	70	5
BSZJ1	140	135	祖玛弓箭手3	200	70	5
BSZJ1	140	135	双头血魔7	120	1	85
BSZJ1	140	135	双头金刚7	120	1	75
BSZJ1	140	135	赤月恶魔	120	1	77
BSZJ1	140	135	祖玛教主	220	1	59
BSZJ1	140	135	黄泉教主  	220	1	58
BSZJ1	140	135	触龙神7  	220	10	10
BSZJ1	140	135	虹魔教主  	220	1	56
BSZJ1	140	135	重装使者7  	220	1	57
BSZJ1	140	135	 触龙神 250  5  10
BSZJ1	140	135	 触龙神 250  5  10
BSZJ1	140	135	 魔龙刀兵 250  35  5
BSZJ1	140	135	 魔龙刀兵1 250  35  10
BSZJ1	140	135	 魔龙刀兵0 250  35  10
BSZJ1	140	135	魔龙破甲兵1 250  35  5
BSZJ1	140	135	魔龙破甲兵 250  35  10
BSZJ1	140	135	魔龙破甲兵0 250  35  10
BSZJ1	140	135	魔龙破甲兵0 250  35  10
BSZJ1	140	135	魔龙射手 250  15  5
BSZJ1	140	135     魔龙射手 250  15  10
BSZJ1	140	135	魔龙射手0 250  15  10
BSZJ1	140	135	魔龙射手1 250  5  20













;地图名：幻境一层
H001 75 75 恶灵僵尸   75 20  20
H001 75 75 恶灵僵尸   75 20  20
H001 75 75 恶灵僵尸   75 20  20
H001 75 75 恶灵僵尸   75 20  20
H001 75 75 恶灵尸王   75 20  20
H001 75 75 恶灵僵尸   75 20  20
H001 75 75 恶灵僵尸   75 20  20
H001 75 75 宝箱       75 10  40
H001 75 75 尸王       75  2  30
H001 75 75 尸王       75  2  30
H001 75 75 骷髅精灵   75  2  15
H001 75 75 骷髅精灵   75  2  15
H001 75 75 骷髅精灵   75  2  15 

;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;地图名：幻境二层
H002   251  41     红野猪        30     20       10
H002   321  72     红野猪        30     20       10
H002   363  146    红野猪        30     20       10
H002   172  59     红野猪        30     20       10
H002   210  93     红野猪        30     20       10
H002   262  140    红野猪        30     20       10
H002   309  19     红野猪        30     20       10
H002   350  303    红野猪        30     20       10
H002   111  105    红野猪        30     20       10
H002   158  149    红野猪        30     20       10
H002   200  200    红野猪        30     20       10
H002   255  306    红野猪        30     20       10
H002   287  286    红野猪        30     20       10
H002   56   158    红野猪        30     20       10
H002   153  237    红野猪        30     20       10
H002   112  250    红野猪        30     20       10
H002   114  314    红野猪        30     20       10
H002   304  340    红野猪        30     20       10
H002   251  41     黑野猪        30     20       10
H002   321  72     黑野猪        30     20       10
H002   363  146    黑野猪        30     20       10
H002   172  59     黑野猪        30     20       10
H002   210  93     黑野猪        30     20       10
H002   262  140    黑野猪        30     20       10
H002   309  19     黑野猪        30     20       10
H002   350  303    黑野猪        30     20       10
H002   111  105    黑野猪        30     20       10
H002   158  149    黑野猪        30     20       10
H002   200  200    黑野猪        30     20       10
H002   255  306    黑野猪        30     20       10
H002   287  286    黑野猪        30     20       10
H002   56   158    黑野猪        30     20       10
H002   153  237    黑野猪        30     20       10
H002   112  250    黑野猪        30     20       10
H002   114  314    黑野猪        30     20       10
H002   304  340    黑野猪        30     20       10
H002   251  41     红野猪        30     20       10
H002   321  72     红野猪        30     20       10
H002   363  146    红野猪        30     20       10
H002   172  59     红野猪        30     20       10
H002   210  93     黑野猪        30     20       10
H002   262  140    黑野猪        30     20       10
H002   309  19     黑野猪        30     20       10
H002   350  303    黑野猪        30     20       10
H002   111  105    黑野猪        30     20       10
H002   158  149    红野猪        30     20       10
H002   200  200    红野猪        30     20       10
H002   255  306    红野猪        30     20       10
H002   287  286    红野猪        30     20       10
H002   56   158    红野猪        30     20       10
H002   153  237    红野猪        30     20       10
H002   112  250    黑野猪        30     20       10
H002   114  314    黑野猪        30     20       10
H002   304  340    黑野猪        30     20       10
H002   200  200    楔蛾          200    20       10
H002   200  200    蝎蛇          200    20       10   

;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;地图名：幻境三层
H003    40      40      沃玛勇士       20      15        5 
H003    40      40      沃玛战将       20      15        5 
H003    40      40      火焰沃玛       20      15        5 
H003    40      40      沃玛战士       20      15        5 
H003    50      50      沃玛勇士       20      15        5
H003    60      60      沃玛勇士       20      15        5 
H003    60      60      沃玛战将       20      15        5 
H003    60      60      火焰沃玛       20      15        5 
H003    60      60      沃玛战士       20      15        5 
H003    40      50      沃玛战将       20      15        5
H003    40      50      火焰沃玛       20      15        5
H003    40      50      沃玛战将       20      15        5
H003    50      40      沃玛勇士       20      15        5
H003    50      40      沃玛战将       20      15        5
H003    50      40      火焰沃玛       20      15        5
H003    50      40      沃玛战士       20      15        5
H003    60      50      沃玛勇士       20      15        5
H003    60      50      沃玛战将       20      15        5
H003    60      50      火焰沃玛       20      15        5
H003    60      50      沃玛战士       20      15        5
H003    50      60      沃玛勇士       20      15        5
H003    50      60      沃玛战将       20      15        5
H003    50      60      火焰沃玛       20      15        5
H003    50      60      沃玛战士       20      15        5
H003    20      21      沃玛勇士        7      15        5
H003    20      21      沃玛战将        7      15        5
H003    20      21      火焰沃玛        7      15        5
H003    20      21      沃玛战士        7      15        5 
H003    50      50      沃玛教主        30      1       60
H003    50      50      沃玛卫士       30      2       30 
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;地图名：幻境四层
H004   19   39     黑色恶蛆       70     20       7
H004   97   81     黑色恶蛆       70     20       7
H004   57   166    黑色恶蛆       70     20       7
H004   178  127    黑色恶蛆       70     20       7
H004   19   39     巨型蠕虫       70     20        7
H004   97   81     巨型蠕虫       70     20        7
H004   57   166    巨型蠕虫       70     20        7
H004   178  127    巨型蠕虫       70     20        7
H004   19   39     跳跳蜂         70     20        7
H004   97   81     跳跳蜂         70     20        7
H004   57   166    跳跳蜂         70     20        7
H004   178  127    跳跳蜂         70     20        7
H004   19   39     钳虫           70     20       7
H004   97   81     钳虫           70     20       7
H004   57   166    钳虫           70     20       7
H004   178  127    钳虫           70     20       7
H004   100  100    钳虫           100    10       10
H004   100  100    钳虫           100    10       10
H004   100  100    蜈蚣           100    70       7
H004   100  100    蜈蚣           100    10       10
H004   100  100    蜈蚣           100    10       10
H004   100  100    邪恶钳虫       100    2        60
H004   100  100    蜈蚣           50     2        20
H004   100  100    巨型蠕虫       50     2        20
H004   100  100    钳虫           50     2        20 
H004   83   168    触龙神         0      1        30
H004   83   168    变异史莱姆     70     1        40 
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;地图名：幻境五层
H005 200 190 骷髅锤兵   100 20 8
H005 200 190 骷髅长枪兵 100 20 8
H005 145 80  骷髅刀斧手 100 20 8
H005 145 80  骷髅弓箭手 100 20 10
H005 100 125 骷髅刀斧手 100 20 8
H005 100 125 骷髅锤兵   100 20 10
H005 200 190 骷髅弓箭手 100 20 20
H005 100 125 骷髅长枪兵 100 20 20
H005 100 145 骷髅长枪兵 100 20 8
H005 100 145 骷髅刀斧手 100 20 10
H005 100 140 骷髅刀斧手 100 20 60
H005 200 190 骷髅刀斧手 100 20 10
H005 100 125 骷髅锤兵   100 20 20
H005 100 125 骷髅刀斧手 100 20 10
H005 100 125 骷髅长枪兵 100 20 20
H005 100 125 黄泉教主   100  1 60
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;地图名：幻境六层
H006    100  100    黑色恶蛆       100     30        5
H006    100  100    黑色恶蛆       100     30        5
H006    100  100    楔蛾           100     30        5
H006    100  100    楔蛾           100     30        5
H006    100  100    楔蛾           100     30        5
H006    100  100    蝎蛇           100     50        5
H006    100  100    白野猪         100      5        5
H006    100  100    白野猪         100      5        5
H006    100  100    白野猪         100      5        5
H006    100  100    白野猪         100      2       15
H006    100  100    白野猪         100      2       10
H006    100  100    邪恶毒蛇       100      1       20 
H006    81   27     石墓尸王       0        1       30
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;地图名：幻境七层
H007   100  100    祖玛弓箭手      100   30      5
H007   100  100    祖玛雕像        100   30      5
H007   100  100    祖玛卫士        100   30      5
H007   100  100    楔蛾            100   30      5 
H007   100  100    祖玛弓箭手      100   30      5
H007   100  100    祖玛雕像3        100   30      5
H007   100  100    祖玛卫士3        100   50      5
H007   100  100    祖玛卫士        100   30      5
H007   100  100    祖玛弓箭手3      100   30      5
H007   100  100    祖玛弓箭手      100   10      5
H007   100  100    祖玛卫士3        100   30      5
H007   100  100    祖玛卫士        100   20       5
H007   100  100    祖玛雕像        100   20      5 
H007   101  94     祖玛教主         1     1       60
H007   139  151     魔影巨人         1     1       60
H007   118  13     魔龙教主         1     1       60
H007   118  13     暗之魔龙教主         1     1       60
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;地图名：幻境迷宫
T2061   19   24    楔蛾     5     1      10
T2061   19   24    楔蛾     5     1      10
T2061   19   24    电僵王   5     1      10
T2062   19   24    楔蛾     5     1      10
T2062   19   24    楔蛾     5     1      10
T2062   19   24    电僵王   5     1      10
T2063   19   24    楔蛾     5     1      10
T2063   19   24    楔蛾     5     1      10
T2063   19   24    电僵王   5     1      10
T3061   19   24    楔蛾     5     1      10
T3061   19   24    楔蛾     5     1      10
T3061   19   24    电僵王   5     1      10
T3062   19   24    楔蛾     5     1      10
T3062   19   24    楔蛾     5     1      10
T3062   19   24    电僵王   5     1      10
T3063   19   24    楔蛾     5     1      10
T3063   19   24    楔蛾     5     1      10
T3063   19   24    电僵王   5     1      10 
T1061   19   24    楔蛾     5     1      10
T1061   19   24    楔蛾     5     1      10
T1061   19   24    电僵王   5     1      10
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;地图名：幻境八层
H008   61    26    祖玛雕像3     10       10      5
H008   61    26    祖玛雕像3     10       10      5
H008   40    45    祖玛卫士3     20       10      5
H008   40    45    祖玛卫士3     20       10      5
H008   40    45    祖玛弓箭手3   50       10      5
H008   40    45    祖玛弓箭手3   50       10      5
H008   40    45    祖玛弓箭手   50       10      5
H008   26    58    祖玛雕像3    10       10      5
H008   26    58    祖玛雕像     10       10      5
H008   20    45    祖玛卫士3    10       10      5
H008   20    45    祖玛卫士     10       10      5
H008   40    25    祖玛卫士     10       10      5
H008   40    25    祖玛卫士     10       10      5
H008   65    35    祖玛雕像3    10       10      5
H008   65    35    祖玛雕像     10       10      5
H008   40    65    祖玛雕像     10       10      5
H008   40    65    祖玛雕像     10       10      5
H008   40    45    楔蛾         60       15      5
H008   40    45    虹魔蝎卫     30        1      10
H008   40    45    虹魔猪卫     30        1      10
H008   40    45    虹魔蝎卫     30        2      10
H008   40    45    虹魔猪卫     30        2      10
H008   25    29    虹魔教主     10        1      15 
H008   25    29    暗之魔龙教主     10        1      60 
H008   25    29    魔龙教主     10        1      60
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;地图名：幻境九层
H009  128   91    月魔蜘蛛   200       30      10
H009  128   91    天狼蜘蛛   200       30       8
H009  128   91    钢牙蜘蛛   200       30      10
H009  128   91    花吻蜘蛛   200       30      10
H009  128   91    黑锷蜘蛛   200       20      12 
H009  242   152   月魔蜘蛛   150       30      10
H009  242   152   天狼蜘蛛   150       30       8
H009  242   152   钢牙蜘蛛   150       30      10
H009  242   152   花吻蜘蛛   150       30      10
H009  242   152   黑锷蜘蛛   150       35      12 
H009  66    208   月魔蜘蛛   150       30      10
H009  66    208   天狼蜘蛛   150       30       8
H009  66    208   钢牙蜘蛛   150       30      10
H009  66    208   花吻蜘蛛   150       30      10
H009  66    208   黑锷蜘蛛   150       10      12 
H009  128   91    血巨人     200       10      20
H009  128   91    血巨人     200       10      20
H009  128   91    血僵尸     200       10      20
H009  128   91    血僵尸     200       10      20
H009  128   91    月魔蜘蛛   200       10      10
H009  128   91    双头血魔   200        2      30
H009  128   91    双头金刚   200        2      30
H009  128   91    双头金刚   200        3      30
;━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 
;地图名：屠龙殿
H010 205 210 牛头侍卫     200 35 10
H010 205 210 牛魔法师     200 35 10
H010 205 210 牛魔将军     200 35 10
H010 205 210 牛魔侍卫     200 35 10
H010 205 210 牛魔法师     200 35 10
H010 205 210 牛魔祭司     200 35 30
H010 205 210 牛魔将军     200 20 30
H010 205 210 牛魔将军     200 10 30
H010 205 210 牛魔祭司     200 15 30
H010 205 210 牛魔法师     200 35 10
H010 205 210 牛魔祭司     200 35 10
H010 205 210 牛魔将军     200 35 10
H010 205 210 牛魔侍卫     200 35 10
H010 205 210 牛魔法师     200 35 10 
H010 326 327 赤月恶魔     0   3 20
H010 368 34  黄泉教主   0   1 15
H010 53  56  牛魔王       0   1 15
H010 26  372 虹魔教主   0   1 15
H010 205 210 魔龙教主     200  1 60
